latitude,longitude
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3693
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1149,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1148,-112.3692
39.1149,-112.3692
